Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2018-08-01,95.0,12.25,12.0,3.2,10.0,1.1,2018.0,8.0,645.834,453.339,1225.0,1299.0,12914.0,847.0,2664.0,16188.0,1840600.0
2018-09-01,84.2,13.1,12.0,3.95,11.0,1.75,2018.0,9.0,598.433,395.636,1225.0,1299.0,12914.0,847.0,2664.0,16188.0,1840600.0
2018-10-01,59.650000000000006,14.55,13.2,3.4000000000000004,11.0,1.4500000000000002,2018.0,10.0,616.684,344.112,1203.0,1468.0,14337.0,859.0,2677.0,16507.0,1840600.0
2018-11-01,107.8,16.6,14.649999999999999,3.8,8.5,2.0,2018.0,11.0,616.983,309.218,1203.0,1468.0,14337.0,859.0,2677.0,16507.0,1840600.0
2018-12-01,160.6,19.200000000000003,17.299999999999997,4.1,11.0,1.25,2018.0,12.0,602.131,295.682,1203.0,1468.0,14337.0,859.0,2677.0,16507.0,1840600.0
2019-01-01,20.9,21.450000000000003,18.85,4.4,7.5,1.35,2019.0,1.0,617.86,285.059,1172.0,1480.0,14087.0,829.0,2381.0,14164.0,1870400.0
2019-02-01,20.6,20.85,18.4,3.6500000000000004,5.5,1.45,2019.0,2.0,589.5,258.894,1172.0,1480.0,14087.0,829.0,2381.0,14164.0,1870400.0
2019-03-01,52.3,20.05,18.5,2.8499999999999996,4.5,1.15,2019.0,3.0,620.742,311.602,1172.0,1480.0,14087.0,829.0,2381.0,14164.0,1870400.0
2019-04-01,65.4,16.15,14.8,3.0,4.5,1.7,2019.0,4.0,590.951,310.396,1210.0,1579.0,15504.0,843.0,2420.0,14648.0,1870400.0
2019-05-01,49.0,15.25,14.45,3.05,9.0,1.45,2019.0,5.0,627.938,366.886,1210.0,1579.0,15504.0,843.0,2420.0,14648.0,1870400.0
2019-06-01,85.2,12.149999999999999,11.95,3.05,11.0,1.4,2019.0,6.0,611.657,436.365,1210.0,1579.0,15504.0,843.0,2420.0,14648.0,1870400.0
2019-07-01,130.7,12.45,12.5,3.1,9.5,1.85,2019.0,7.0,635.601,466.83,1231.0,1269.0,12681.0,844.0,2692.0,16294.0,1870400.0
2019-08-01,138.7,12.35,11.75,4.65,18.5,1.4500000000000002,2019.0,8.0,653.708,472.046,1231.0,1269.0,12681.0,844.0,2692.0,16294.0,1870400.0
2019-09-01,121.5,13.5,12.55,4.5,15.5,1.4,2019.0,9.0,601.148,403.778,1231.0,1269.0,12681.0,844.0,2692.0,16294.0,1870400.0
2019-10-01,108.1,14.8,13.05,5.050000000000001,15.0,1.5,2019.0,10.0,622.217,364.419,1269.0,1459.0,15031.0,846.0,2702.0,16402.0,1870400.0
2019-11-01,44.0,17.85,15.05,4.35,7.0,2.15,2019.0,11.0,617.333,306.875,1269.0,1459.0,15031.0,846.0,2702.0,16402.0,1870400.0
2019-12-01,49.4,19.4,16.1,4.45,12.5,1.65,2019.0,12.0,606.834,295.862,1269.0,1459.0,15031.0,846.0,2702.0,16402.0,1870400.0
2020-01-01,10.7,20.25,16.75,4.25,5.0,2.05,2020.0,1.0,613.877,288.745,1267.0,1422.0,14622.0,850.0,2261.0,13790.0,1908800.0
2020-02-01,11.5,21.7,18.049999999999997,3.65,4.5,1.75,2020.0,2.0,609.013,270.382,1267.0,1422.0,14622.0,850.0,2261.0,13790.0,1908800.0
