Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Period start,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2019-05-01,74.6,13.466666666666667,12.566666666666668,5.133333333333334,17.0,1.8333333333333333,2019.0,5.0,1/05/19,258.35,204.736,1210,1579,"15,504",843,2420,"14,648",341000.0
2019-06-01,82.2,10.033333333333333,10.0,4.833333333333333,16.333333333333332,2.1333333333333333,2019.0,6.0,1/06/19,251.135,243.446,1210,1579,"15,504",843,2420,"14,648",341000.0
2019-07-01,162.9333333333333,10.866666666666667,10.833333333333334,4.966666666666667,17.333333333333332,1.5666666666666667,2019.0,7.0,1/07/19,259.438,252.072,1231,1269,"12,681",844,2692,"16,294",341000.0
2019-08-01,97.7,10.233333333333333,10.033333333333333,5.766666666666667,23.666666666666668,1.7666666666666666,2019.0,8.0,1/08/19,273.624,254.443,1231,1269,"12,681",844,2692,"16,294",341000.0
2019-09-01,119.35,11.366666666666667,10.966666666666669,5.866666666666667,21.0,2.033333333333333,2019.0,9.0,1/09/19,259.398,221.457,1231,1269,"12,681",844,2692,"16,294",341000.0
2019-10-01,106.10000000000001,12.633333333333333,11.666666666666666,6.3,22.333333333333332,2.033333333333333,2019.0,10.0,1/10/19,266.565,203.557,1269,1459,"15,031",846,2702,"16,402",341000.0
2019-11-01,82.26666666666667,15.333333333333334,13.966666666666667,5.966666666666666,20.666666666666668,2.066666666666667,2019.0,11.0,1/11/19,253.667,162.007,1269,1459,"15,031",846,2702,"16,402",341000.0
2019-12-01,113.09999999999998,16.833333333333332,14.433333333333332,6.433333333333334,22.0,1.7666666666666666,2019.0,12.0,1/12/19,252.554,157.211,1269,1459,"15,031",846,2702,"16,402",341000.0
2020-01-01,23.0,17.599999999999998,15.200000000000001,6.066666666666666,19.0,2.466666666666667,2020.0,1.0,1/01/20,265.313,148.026,1267,1422,"14,622",850,2261,"13,790",347800.0
2020-02-01,38.93333333333334,18.966666666666665,16.566666666666666,5.5,16.666666666666668,2.1666666666666665,2020.0,2.0,1/02/20,258.499,137.914,1267,1422,"14,622",850,2261,"13,790",347800.0
2020-03-01,101.45,16.5,13.633333333333333,5.6000000000000005,19.0,2.1,2020.0,3.0,1/03/20,251.945,165.506,1267,1422,"14,622",850,2261,"13,790",347800.0
2020-04-01,43.43333333333334,14.566666666666668,13.133333333333333,5.1000000000000005,16.0,1.7333333333333334,2020.0,4.0,1/04/20,192.774,190.335,1297,1447,"15,227",850,1974,"12,038",347800.0
2020-05-01,93.9,12.366666666666667,11.6,4.8,10.5,2.433333333333333,2020.0,5.0,1/05/20,237.086,227.937,1297,1447,"15,227",850,1974,"12,038",347800.0
2020-06-01,134.6,11.633333333333333,11.6,5.533333333333334,17.5,1.7666666666666666,2020.0,6.0,1/06/20,247.624,249.634,1297,1447,"15,227",850,1974,"12,038",347800.0
2020-07-01,83.03333333333333,9.9,9.833333333333334,4.933333333333334,15.0,1.9666666666666668,2020.0,7.0,1/07/20,264.069,272.832,1190,1279,"12,350",818,2322,"13,632",347800.0
2020-08-01,66.16666666666667,10.799999999999999,10.466666666666667,4.966666666666667,18.333333333333332,2.1,2020.0,8.0,1/08/20,263.735,251.373,1190,1279,"12,350",818,2322,"13,632",347800.0
2020-09-01,133.85,11.533333333333333,10.933333333333332,6.8,22.333333333333332,2.4,2020.0,9.0,1/09/20,267.466,226.133,1190,1279,"12,350",818,2322,"13,632",347800.0
2020-10-01,102.06666666666666,13.666666666666666,12.633333333333333,5.533333333333334,18.666666666666668,2.5,2020.0,10.0,1/10/20,266.574,193.045,1185,1511,"14,534",803,2557,"14,733",347800.0
2020-11-01,197.5666666666667,15.066666666666668,13.866666666666667,6.066666666666666,21.0,1.9666666666666668,2020.0,11.0,1/11/20,257.721,173.577,1185,1511,"14,534",803,2557,"14,733",347800.0
2020-12-01,84.3,16.133333333333336,14.366666666666667,6.166666666666667,23.0,2.0666666666666664,2020.0,12.0,1/12/20,255.275,162.584,1185,1511,"14,534",803,2557,"14,733",347800.0
2021-01-01,79.5,17.933333333333334,16.0,5.733333333333333,19.0,1.8333333333333333,2021.0,1.0,1/01/21,258.331,150.146,1176,1450,"13,839",796,2449,"13,992",348900.0
2021-02-01,44.800000000000004,17.566666666666666,15.333333333333334,5.2,14.666666666666666,1.9666666666666668,2021.0,2.0,1/02/21,246.866,137.635,1176,1450,"13,839",796,2449,"13,992",348900.0
2021-03-01,122.7,16.933333333333334,14.633333333333333,5.033333333333333,15.666666666666666,2.1666666666666665,2021.0,3.0,1/03/21,268.981,159.334,1176,1450,"13,839",796,2449,"13,992",348900.0
2021-04-01,55.13333333333333,15.1,14.366666666666667,5.0,17.333333333333332,2.3333333333333335,2021.0,4.0,1/04/21,244.107,174.107,1273,1634,"16,879",835,2532,"15,170",348900.0
