Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Period start,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2021-07-01,79.525,9.525,9.775,3.3,8.25,2.5,2021.0,7.0,1/07/21,454.396,321.911,1331,1291,"13,949",869,2881,"17,973",1084300.0
2021-08-01,82.5,10.05,9.725000000000001,3.525,10.5,2.025,2021.0,8.0,1/08/21,416.503,306.973,1331,1291,"13,949",869,2881,"17,973",1084300.0
2021-09-01,123.525,11.725,10.9,3.925,13.333333333333334,2.275,2021.0,9.0,1/09/21,438.55,267.932,1331,1291,"13,949",869,2881,"17,973",1084300.0
2021-10-01,104.2,14.4,13.25,3.7,8.5,2.8,2021.0,10.0,1/10/21,447.036,228.073,1368,1488,"16,514",902,2938,"19,009",1084300.0
2021-11-01,127.625,17.325,15.55,3.85,8.0,2.425,2021.0,11.0,1/11/21,432.409,193.41,1368,1488,"16,514",902,2938,"19,009",1084300.0
2021-12-01,107.775,20.0,17.75,3.8,7.5,1.7,2021.0,12.0,1/12/21,454.296,197.684,1368,1488,"16,514",902,2938,"19,009",1084300.0
2022-01-01,28.05,19.6,16.375,3.65,5.75,1.725,2022.0,1.0,1/01/22,452.193,196.794,1474,1331,"15,933",966,2519,"17,461",1092600.0
2022-02-01,164.25,20.25,18.375,3.6,5.0,2.675,2022.0,2.0,1/02/22,423.89,178.549,1474,1331,"15,933",966,2519,"17,461",1092600.0
2022-03-01,177.85000000000002,17.65,15.55,3.7750000000000004,8.5,1.425,2022.0,3.0,1/03/22,470.58,195.908,1474,1331,"15,933",966,2519,"17,461",1092600.0
2022-04-01,48.0,15.375,14.525,3.15,5.5,2.55,2022.0,4.0,1/04/22,452.652,203.65,1529,1493,"18,528",1025,2478,"18,232",1092600.0
2022-05-01,120.6,12.8,12.75,3.125,6.75,2.4749999999999996,2022.0,5.0,1/05/22,456.869,249.098,1529,1493,"18,528",1025,2478,"18,232",1092600.0
2022-06-01,137.6,11.525,11.25,3.75,12.0,2.775,2022.0,6.0,1/06/22,418.456,285.227,1529,1493,"18,528",1025,2478,"18,232",1092600.0
2022-07-01,171.65,11.225,11.024999999999999,3.95,13.75,2.425,2022.0,7.0,1/07/22,441.703,307.94,1574,1318,"16,833",1099,2824,"22,262",1092600.0
2022-08-01,75.4,11.175,10.975,3.45,7.0,3.075,2022.0,8.0,1/08/22,465.773,290.834,1574,1318,"16,833",1099,2824,"22,262",1092600.0
2022-09-01,195.6,12.125,11.55,3.675,10.0,2.45,2022.0,9.0,1/09/22,457.366,259.108,1574,1318,"16,833",1099,2824,"22,262",1092600.0
2022-10-01,98.125,13.674999999999999,12.1,3.75,10.5,2.925,2022.0,10.0,1/10/22,457.577,232.077,1564,1417,"17,991",1076,2870,"22,156",1092600.0
2022-11-01,150.25,17.1,15.075,4.225,14.25,1.675,2022.0,11.0,1/11/22,430.748,193.883,1564,1417,"17,991",1076,2870,"22,156",1092600.0
